286,127
53,927
295,813
103,088
32,896
64,342
220,456
28,034
2,263
181,607
326,326
92,887
210,893
221,647
44,227
269,564
154,794
6,772
213,592
53,847
343,599
102,652
250,703
271,343
261,839
351,944
211,789
74,353
146,830
348,939
138,459
234,853
289,303
79,022
139,938
94,318
107,400
16,546
12,322
291,395
163,347
161,074
259,795
266,067
205,531
332,682
316,960
70,768
96,768
271,715
272,052
255,600
55,216
96,586
356,325
145,537
119,931
201,777
246,425
283,316
74,656
285,311
313,090
50,787
78,049
242,748
267,150
336,083
330,983
294,447
169,104
243,342
190,905
349,898
156,734
156,139
217,900
138,137
108,049
255,530
69,056
102,831
41,315
353,899
198,818
214,159
127,310
44,861
248,385
264,655
149,037
92,605
15,851
139,576
0,649
301,818
292,551
299,134
296,090
345,636
88,928
57,899
39,606
32,316
1,552
156,509
338,962
91,905
106,145
265,134
262,427
119,719
225,211
226,551
300,266
238,216
16,340
162,377
60,180
3,959
54,074
239,763
299,785
164,353
75,146
188,271
319,479
182,616
295,249
282,600
132,518
222,813
70,979
65,677
322,113
223,930
225,305
158,276
349,704
264,535
129,314
224,131
150,190
102,272
347,113
231,984
320,150
75,378
313,951
19,587
333,847
262,458
137,681
343,310
104,469
157,370
356,686
258,324
312,438
119,294
149,122
18,710
155,242
290,085
6,930
68,915
16,125
358,548
168,399
7,514
225,783
358,204
275,183
186,125
112,520
28,760
27,283
193,044
253,142
330,759
4,767
15,643
95,831
336,333
134,617
54,730
14,764
205,500
134,646
81,394
235,205
226,239
114,471
153,706
331,164
352,946
50,660
214,365
47,166
120,034
40,388
186,560
116,777
354,917
176,727
121,648
114,016
221,627
223,519
227,423
94,390
18,829
248,591
316,969
298,472
30,590
51,259
244,463
33,573
34,806
79,737
170,375
27,976
335,389
293,064
137,956
275,142
232,843
224,728
296,276
309,841
102,727
163,224
112,840
346,465
125,917
181,106
161,053
118,302
164,114
54,241
351,238
7,555
128,016
309,959
86,571
84,972
325,889
351,871
227,180
331,588
304,622
101,202
161,242
311,001
167,907
323,225
289,588
81,272
182,308
143,740
