-32,144
-21,462
-18,686
-32,734
-32,749
-23,889
-19,374
-19,557
-18,574
-16,177
-16,553
-17,541
-18,527
-18,687
-15,957
-17,726
-20,660
-20,095
-19,115
-19,254
-18,477
-17,938
-26,014
-17,662
-16,920
-19,377
-19,718
-21,070
-18,125
-17,310
-19,008
-19,353
-20,567
-20,924
-20,491
-21,381
-19,393
-21,552
-22,384
-24,264
-25,319
-20,664
-20,334
-17,582
-17,395
-18,742
-21,801
-18,122
-19,036
-18,093
-22,257
-30,953
-23,942
-19,789
-18,588
-18,117
-18,424
-24,051
-21,993
-26,669
-25,797
-21,397
-25,286
-22,460
-24,155
-22,230
-18,060
-21,698
-23,343
-27,739
-25,773
-21,309
-25,879
-25,174
-34,511
-24,044
-30,704
-19,128
-18,916
-17,201
-22,681
-28,476
-22,563
-17,853
-21,523
-16,839
-20,926
-19,305
-18,880
-18,828
-21,471
-17,947
-16,729
-19,060
-19,016
-17,595
-16,868
-16,867
-17,853
-18,834
-20,678
-19,209
-18,858
-18,540
-17,627
-19,595
-20,856
-16,973
-17,439
-20,938
-17,889
-18,529
-17,609
-18,062
-20,878
-17,415
-18,075
-18,289
-22,517
-17,709
-18,455
-16,822
-22,849
-23,364
-17,664
-18,238
-19,276
-20,450
-21,701
-17,873
-18,641
-19,808
-21,651
-18,947
-20,527
-18,603
-17,674
-18,427
-19,297
-18,040
-18,977
-19,781
-18,223
-18,860
-20,235
-19,036
-20,653
-24,104
-18,525
-19,158
-20,120
-19,106
-18,471
-18,917
-18,137
-24,843
-22,504
-24,380
-22,930
-19,181
-19,568
-19,797
-23,067
-21,265
-20,566
-21,773
-23,138
-22,961
-22,156
-17,726
-21,621
-22,322
-20,019
-19,385
-21,378
-23,589
-18,777
-20,155
-26,307
-20,599
-25,485
-23,199
-21,438
-19,157
-22,726
-18,225
-21,061
-20,711
-22,516
-20,149
-21,915
-24,164
-20,812
-20,774
-22,178
-25,157
-21,047
-20,529
-22,904
-21,124
-22,136
-22,320
-21,938
-19,851
-21,135
-22,535
-25,753
-19,501
-24,882
-21,756
-21,137
-22,513
-26,574
-20,209
-22,020
-25,815
-20,712
-24,814
-22,448
-21,864
-20,405
-25,104
-18,876
-20,524
-23,276
-19,794
-20,721
-21,503
-23,633
-22,365
-18,451
-23,987
-22,799
-23,621
-19,469
-20,292
-25,189
-20,869
-19,689
-22,278
-18,419
-22,557
-25,074
-18,614
-19,944
-20,955
-25,222
-22,043
-21,035
-22,965
-21,328
-18,819
-19,742
-19,908
-22,075
-20,511
-23,148
-20,314
-19,040
-23,410
-17,331
-22,993
-20,678
-20,801
-20,436
-17,763
-20,279
-21,646
-22,615
-21,952
-26,356
-21,018
-21,978
-23,735
-22,659
-19,311
-20,109
-20,578
-21,921
-22,669
-18,347
-19,280
-19,595
-23,201
-17,012
-19,352
-20,263
-21,472
-20,363
-20,085
-20,456
-22,237
-19,231
-21,294
-22,988
-19,433
-19,177
-22,838
-21,802
-18,008
-19,324
-19,241
-18,811
-21,634
-19,664
-21,470
-22,978
-21,519
-20,045
-19,987
-21,307
-20,618
-23,208
-18,182
-19,362
-19,647
-18,816
-26,089
-20,132
-20,134
-19,810
-23,275
-17,512
-18,795
-19,411
-24,826
-20,598
-22,453
-17,962
-18,855
-21,531
-24,121
-18,347
-19,620
-20,765
-21,024
-20,818
-17,159
-17,356
-26,269
-19,512
-19,709
-20,017
-21,931
-25,062
-22,063
-25,994
-19,374
-23,507
-22,464
-19,719
-21,416
-24,895
-21,480
-23,322
-20,533
-19,091
-22,296
-20,820
-21,325
-23,867
-23,288
-20,122
-20,930
-23,729
-24,911
-19,599
-25,697
-19,439
-19,432
-22,477
-24,731
-20,302
-20,136
-21,501
-20,938
-20,217
-22,143
-22,275
-23,162
-23,227
-20,240
-20,871
-22,844
-24,399
-21,459
-19,941
-21,759
-22,697
-21,593
-21,341
-21,111
-20,188
-18,378
-18,968
-26,315
-23,393
-18,546
-24,967
-17,323
-22,283
-17,532
-18,012
-21,002
-18,918
-20,662
-19,479
-18,697
-19,042
-20,575
-19,739
-18,516
-17,473
-18,194
-18,303
-18,395
-17,763
-18,373
-20,278
-17,564
-17,970
-19,301
-18,127
-18,183
-19,111
-19,532
-19,273
-17,498
-18,228
-17,546
-20,144
-18,649
-22,994
-18,843
-19,213
-18,422
-18,618
-19,646
-17,702
-18,682
-18,022
-19,041
-21,820
-22,292
-17,862
-17,665
-19,081
-17,118
-17,398
-16,560
-17,084
-17,269
-19,353
-18,464
-18,628
-19,016
-19,588
-17,964
-18,259
-20,870
-18,764
-18,480
-22,317
-18,358
-17,739
-17,658
-17,539
-19,331
-16,827
-17,678
-17,670
-19,607
-18,206
-19,128
-17,865
-18,735
-19,799
-18,034
-18,109
-19,152
-19,794
-18,934
-18,632
-17,813
-18,027
-21,861
-19,344
-19,481
-17,469
-21,491
-18,646
-19,123
-18,294
-17,500
-19,048
-17,731
-25,543
-18,479
-19,120
-19,009
-18,624
-20,414
-18,120
-16,870
-19,479
-18,327
-17,954
-18,255
-18,975
-17,995
-20,139
-17,969
-19,195
-18,839
-17,419
-17,913
-17,116
-19,900
-19,102
-16,756
-18,626
-17,724
-18,678
-17,927
-16,595
-21,263
-18,358
-17,278
-16,296
-17,854
-16,528
-17,108
-18,268
-17,018
-18,373
-20,121
-17,444
-17,826
-16,776
-16,897
-18,194
-18,431
-16,267
-17,391
-16,838
-18,464
-20,066
-16,910
-17,175
-16,378
-17,706
-18,488
-17,921
-18,501
-16,568
-17,428
-18,187
-17,561
-16,501
-18,865
-16,429
-18,333
-16,752
-18,464
-16,491
-19,099
-17,458
-16,650
-16,871
-18,352
-16,854
-16,729
-22,545
-16,217
-17,724
-15,990
-17,248
-18,579
-16,951
-17,265
-16,170
-17,757
-17,412
-16,033
-17,741
-16,231
-18,005
-18,031
-15,976
-16,635
-16,455
-16,225
-16,493
-16,713
-16,071
-16,458
-17,254
-16,751
-15,688
-15,711
-17,618
-17,441
-16,846
-15,761
-17,073
-21,945
-16,639
-16,742
-16,251
-15,937
-16,371
-16,553
-17,026
-16,192
-16,388
-17,335
-17,588
-16,452
-16,394
-16,947
-16,154
-16,845
-17,244
-16,491
-15,641
-16,942
-17,344
-16,442
-17,798
-16,052
-16,292
-16,498
-18,122
-18,083
-18,193
-21,585
-18,982
-17,965
-19,120
-16,080
-16,880
-21,758
-19,448
-17,271
-19,659
-20,857
-21,001
-19,909
-19,053
-19,783
-21,286
-23,576
-20,690
-18,038
-18,666
-19,052
-22,718
-22,079
-22,662
-18,294
-20,664
-20,663
-19,996
-21,823
-21,260
-29,327
-22,733
-18,454
-19,237
-19,410
-22,934
-20,405
-18,673
-22,094
-26,074
-22,414
-23,105
-21,928
-25,340
-24,644
-20,510
-15,901
-20,378
-20,800
-24,556
-24,397
-21,188
-20,383
-23,510
-20,123
-21,031
-19,473
-21,234
-21,796
-22,998
-20,756
-20,756
-20,382
-20,528
-21,309
-20,818
-20,360
-21,491
-22,620
-22,476
-22,511
-22,447
-23,043
-22,867
-22,197
-22,613
-21,726
-20,264
-21,445
-22,435
-19,948
-20,490
-22,966
-20,173
-20,457
-21,252
-21,998
-20,455
-21,047
-21,980
-20,626
-19,792
-19,086
-19,249
-21,095
-27,455
-22,773
-20,366
-22,050
-23,258
-22,127
-19,696
-20,975
-19,601
-21,363
-20,708
-20,190
-18,971
-21,174
-20,322
-20,218
-19,014
-21,059
-20,351
