60,936
60,876
54,905
48,423
35,894
-15,832
-19,848
28,598
20,132
17,905
-16,563
23,278
11,406
25,818
22,365
17,919
-8,168
-21,831
-11,018
-34,116
-59,176
-51,682
-63,952
-78,189
-85,159
-97,658
-108,515
-120,550
-128,261
-133,643
-141,657
-146,793
148,933
-150,955
-157,900
-162,742
-138,158
-140,652
-145,096
150,486
-171,075
-190,586
-189,833
-189,991
-202,341
-209,211
-222,935
228,507
-230,751
-27,539
-51,377
-49,844
49,706
-77,897
-83,764
-87,018
-84,195
98,505
102,462
-109,835
132,203
-133,433
-135,630
-139,801
-142,022
-147,257
-151,444
150,225
-168,111
-300,000
-170,897
-180,105
-192,666
-204,917
-213,304
-224,065
-239,421
-248,303
-3,925
19,543
-17,044
-19,767
23,929
23,764
13,403
-277,954
3,547
-9,999
-12,542
-12,429
-8,398
-7,862
-28,907
-33,995
-40,926
-41,741
-41,969
-42,400
-44,145
-48,394
-49,351
57,358
-62,116
-63,783
-70,151
68,715
-66,521
67,866
54,319
-73,398
-81,710
-79,983
-60,351
73,358
-87,337
-109,334
-107,738
-85,278
87,889
82,152
72,684
-287,545
88,576
86,619
64,818
-95,241
-100,000
-120,107
35,440
28,225
26,306
11,421
2,038
-9,827
-172,205
-181,678
-190,006
184,510
-190,572
-201,348
-199,765
208,676
-212,944
-215,762
-210,868
-207,037
206,614
212,255
224,400
-221,153
-216,263
233,262
237,129
246,174
-247,179
-241,243
-251,316
-253,082
-262,338
-262,983
271,562
-275,411
-286,656
62,796
51,101
45,221
-42,080
36,059
32,180
19,255
30,048
27,674
26,011
-21,116
16,357
11,191
8,809
-0,369
1,289
-2,201
13,938
-20,372
-18,114
-24,570
25,690
20,182
-17,930
-22,488
26,175
-32,033
-31,102
-32,931
20,894
-21,913
-38,398
-31,258
41,741
41,462
-6,149
-53,197
74,103
-68,745
-63,274
-63,488
-65,742
72,534
-79,010
-90,122
88,681
-85,307
94,429
90,949
-84,512
-91,861
-92,627
98,078
108,384
106,067
-112,901
111,440
119,130
-115,441
-121,726
122,056
-130,444
-129,640
-138,344
-129,172
-142,637
144,509
-142,342
-141,089
-147,666
-153,041
-155,542
119,737
-144,305
-149,563
-158,509
-161,205
166,263
100,303
-178,564
-174,749
-180,151
-180,744
186,682
-192,207
-81,610
81,444
81,665
70,289
69,281
-68,347
59,425
47,073
-42,206
32,179
-19,275
27,691
33,222
18,019
-18,999
-12,389
8,860
-14,383
100,000
6,136
7,704
14,053
13,988
10,804
-0,952
-5,330
6,024
-9,859
-10,696
-6,798
-5,423
-12,221
-10,764
100,000
2,682
1,651
7,312
11,551
10,615
10,738
3,820
3,840
-25,602
-31,285
173,247
-37,288
34,960
-27,391
-29,709
28,674
-35,228
-100,000
176,475
22,258
-28,843
-44,434
-168,996
-158,002
150,138
-51,252
150,459
-140,975
133,646
126,005
-121,892
-121,647
123,383
127,674
-118,322
117,108
-112,823
116,393
111,483
115,927
-116,592
104,921
-92,682
-97,075
93,762
-100,061
-99,239
-83,471
75,631
76,310
70,672
-66,823
69,752
-77,341
84,202
77,596
73,732
106,517
98,767
68,046
-53,691
54,218
47,112
-16,978
26,069
31,604
30,047
27,779
-23,370
155,794
-153,073
28,829
38,266
-38,343
-145,030
-143,095
146,315
-34,348
-154,927
-164,260
-15,927
12,984
10,303
2,315
-5,010
-2,746
-9,698
-7,311
-10,383
-191,907
6,234
8,823
20,327
197,845
-209,587
-222,640
223,695
-220,459
-222,211
215,523
-220,047
223,899
41,625
38,429
48,358
-51,922
-42,951
39,347
-37,991
-35,765
-40,617
-61,014
-65,977
-65,985
117,393
-217,684
220,399
-236,855
228,325
-235,247
-245,935
-261,923
-2,073
-3,626
-15,191
-25,735
-30,868
-30,825
-44,656
43,621
37,777
48,066
54,053
-62,998
-67,840
-78,198
-77,271
-82,168
-88,053
79,819
-88,814
-95,660
104,176
-172,779
-107,221
106,396
-108,175
-106,722
-113,064
-117,240
-112,439
-117,912
-127,590
133,989
-133,313
123,073
138,417
-129,548
-143,806
147,889
-151,818
-158,284
156,036
-160,138
168,285
154,784
-158,899
154,894
162,778
-175,496
-183,679
-177,786
-183,114
-184,888
-198,061
-205,078
-208,294
204,680
212,338
-218,337
-223,957
-227,944
-231,864
-226,677
-228,035
235,363
-229,764
-233,744
234,650
-243,944
244,252
-243,704
-240,559
-243,479
-257,869
-256,426
-253,893
-244,412
-250,905
-259,330
-263,100
-265,753
-272,658
-278,527
-274,580
-279,555
-276,261
274,302
-294,705
-283,466
-293,741
301,073
-299,712
-309,477
312,247
-308,690
314,387
313,483
-296,523
305,926
-315,282
321,395
325,556
-328,048
-323,921
341,585
347,791
-344,631
-345,113
-346,171
-360,868
-360,044
-341,078
-360,678
-367,814
-375,849
-373,755
376,161
-377,617
-65,674
-72,010
-64,936
-378,195
-377,984
-71,914
70,557
-83,137
-384,196
-77,032
-80,608
-87,378
-92,273
79,658
78,898
-84,211
-92,464
76,561
-87,177
94,795
-103,968
-77,344
-108,688
-112,998
-116,617
119,210
-130,181
80,010
-131,093
-141,357
138,978
-137,282
-137,275
-134,554
-133,441
-138,151
-134,816
132,305
-134,385
-161,361
-163,655
-176,006
173,973
-165,939
169,957
-170,345
178,816
-187,661
-182,466
-186,671
-186,285
-279,697
203,293
-205,890
-207,560
212,196
-179,399
-223,277
-181,434
193,081
-194,141
-199,973
-198,634
203,918
-209,582
179,058
-210,200
-205,327
-209,672
207,207
-197,930
-190,460
-201,625
186,803
191,108
-283,521
-297,642
-210,855
-186,622
-187,593
-187,373
-203,312
-209,957
200,961
195,966
-201,923
-209,615
-211,372
-211,536
-202,814
-213,583
-219,918
222,811
-223,863
-317,623
-318,296
-301,504
277,342
-318,629
-324,750
-252,373
-255,323
-253,499
-248,567
-331,038
-334,772
-351,560
-355,836
-364,012
-351,563
356,896
-361,869
355,537
-265,846
-267,600
-347,799
-262,078
352,374
-347,984
-341,307
-342,951
-347,734
-348,051
274,691
-277,013
-275,074
-347,746
285,778
-357,374
-383,906
-374,322
-364,324
-367,152
375,095
-416,900
-374,799
-379,119
-377,343
-387,632
-391,935
-390,746
-391,100
-397,750
391,488
500,000
-402,191
-397,378
397,388
-406,015
-398,223
-402,915
-409,624
-412,802
500,000
-412,646
164,135
-164,088
-183,663
-176,295
-184,543
-185,187
174,672
-192,339
-200,715
177,632
-209,800
-178,069
-208,946
-206,030
-217,641
211,722
209,823
178,652
-223,559
230,438
-242,858
-243,819
264,502
268,168
259,168
-261,436
-257,402
-273,532
-267,749
265,819
-400,000
258,303
-258,808
-400,000
-260,196
256,371
-227,292
-300,000
-233,035
-193,743
-189,722
-160,124
-154,870
147,175
128,688
-132,699
-132,862
-124,288
-123,673
-123,808
-134,969
